id,X01,Y01,Z01,X11,Y11,Z11,X21,Y21,Z21,X31,Y31,Z31,X41,Y41,Z41,X51,Y51,Z51,label
47,50.51295616,24.71312119,-63.27844417,55.01617495,77.80388025,-71.39441698,33.85919725,77.96553882,-42.83415111,15.43605665,77.58366329,-40.29891214,52.71156676,70.16310507,-49.15600215,45.39319921,59.73980866,-67.11808865,1
48,60.31101161,86.47518333,-18.20612728,-10.12933085,81.75761731,-29.00750983,39.65062293,87.57594715,-6.380594684,51.59012599,151.3278569,-15.44392555,65.77153971,132.0381854,-11.51634507,33.6446478,26.06854372,-75.16261741,4
49,53.00075737,141.9397784,-10.06419966,37.99816629,147.1205153,-7.642519412,77.5905035,47.33253194,-53.66534005,77.13190713,76.12881628,-51.665393,35.71433547,98.19074106,-1.748279433,44.41448561,104.9033373,-4.247888762,4
50,48.81423183,29.666097,-74.14769702,12.20330904,131.0633053,-41.81415433,58.31103421,53.32561564,-91.00687098,63.14707221,80.37394499,-98.20346521,50.06581719,136.7509739,-40.37469618,-21.71762093,106.2714704,3.943854948,5
51,32.58750589,100.3151697,-2.41303256,14.23097494,144.1038053,35.19859616,-1.531330039,119.1951615,30.71198442,29.19537212,154.1367261,29.2893288,9.563207631,90.66572305,11.59212702,28.81711226,147.4580876,23.87667542,2
52,96.32848851,143.5441189,-18.34699784,81.30935114,86.8889306,-21.22993347,60.37116817,92.83997772,-4.414381701,68.56019721,8.532689034,-75.43683082,56.16136542,152.5159628,18.79355189,6.195596364,142.0797758,25.99198845,2
53,-13.03838048,86.7166967,2.577951114,17.51424948,87.03212557,5.413086944,25.07370939,135.580667,20.35259434,4.444917982,119.466862,10.94761362,54.82290843,89.70621363,6.975758831,45.73248298,139.9675052,19.74067357,2
54,64.44447138,36.55711126,-87.15499844,63.31636145,55.97141382,-86.43390309,34.80597531,74.41943862,-58.42620632,58.50594254,-5.490024975,-79.95103076,?,?,?,?,?,?,1
55,58.09244715,138.0675355,-25.83892956,60.86536007,80.58413935,-22.96397221,3.936354145,88.43452327,-29.0014312,-18.30645663,84.23881016,-25.40049756,30.10761541,87.60554914,-38.92029884,24.77996741,21.28694196,-76.67548517,3
56,49.31644044,100.5750476,-6.73811424,36.95534501,99.91095034,8.508147066,-6.608506126,96.04687864,24.68657107,16.17095679,104.8299967,21.5549122,-22.79753865,84.49714942,30.74714614,40.74099448,82.27754841,-13.31991119,1
57,36.18799218,82.01313706,-51.74471251,68.55250734,69.12062775,-68.4545982,61.64433839,67.83060196,-49.5208338,17.60760989,80.1506815,-47.26161226,81.03416162,46.48563391,-63.79311582,?,?,?,1
58,17.5374449,146.6087295,27.62522469,44.10295783,99.01592441,7.028817454,86.08124641,31.37114529,-59.00047108,84.68780805,132.4452026,-5.663816292,55.72218806,145.0377031,18.53823316,58.82523109,20.33829627,-49.75936445,2
59,99.31538566,70.06345726,-52.17865927,83.84702081,134.6160884,-0.38299203,93.10233226,42.80400273,-55.45944415,72.55945314,87.63390471,-9.680992554,26.60962433,95.31721078,11.28426163,-7.345056428,136.0393648,19.23396622,2
60,63.59219087,57.94173979,-59.56549738,60.10243704,79.00551892,-58.95917283,59.95770548,19.29626531,-58.15206662,31.68561824,85.09094395,-40.93959802,53.31100427,79.49854417,-42.41210488,1.605971633,89.87099217,-33.56987522,1
61,78.92286131,140.7069265,-0.593263862,103.3902999,64.74051106,-51.93154503,69.78299296,86.36050569,-10.5040787,51.44628506,100.0853697,4.366533351,4.397176738,126.4231396,18.93882841,16.19453899,155.6881905,23.36685826,2
62,12.89525871,92.81899916,-58.56878878,-1.615804362,78.08005821,-53.56459871,-21.10903002,65.95882158,-44.26956372,67.11994629,64.03691215,-72.55217564,21.35040954,128.3749782,-13.47013747,46.68162931,34.39537774,-112.0522006,1
63,30.61494445,149.0967073,9.919246183,71.85768345,40.22481372,-45.2301475,55.03888807,24.14553209,-52.06521204,93.51057926,47.41754732,-31.9407793,16.21399879,156.1419111,17.57254909,3.809918096,109.1381743,7.397219402,4
64,62.51523617,151.4940031,-21.91343763,105.7540617,13.32506781,-85.77084435,69.71393855,84.50636858,-30.55665769,79.75837791,130.862649,-20.27407395,54.71370932,91.87513212,-18.2979072,75.24037694,20.46909549,-78.1029224,4
65,62.33492299,138.9685712,-26.15567868,115.0964246,7.155843728,-77.68660714,90.99014171,2.309077009,-76.36977634,65.86673313,-10.64670629,-74.37211012,64.90766009,82.54248772,-30.75080254,1.318492137,86.88197716,-42.43669666,3
66,74.04440281,41.99646542,-86.24920503,62.98144388,-1.446966676,-79.64403079,14.47264562,76.15020644,-47.08526897,39.34556312,73.11874832,-53.34736417,56.78205515,67.25178185,-63.17762504,61.30740213,71.85705006,-83.11664175,1
67,12.1834965,162.8005922,14.12245546,35.61108971,142.3926836,11.66621231,34.68119812,95.59801484,-4.813846079,16.5146761,102.0445674,2.796351625,-19.18222556,93.87961763,-16.12830863,43.83128119,32.40014356,-47.11295419,4
68,-8.315567488,93.11215167,-27.75937198,51.80687754,82.7918112,-33.16447452,-27.85887337,79.77686339,-19.92626733,50.58305597,136.4683085,-37.44819238,17.79022781,88.11196315,-43.64306228,?,?,?,3
69,30.31495842,149.230536,9.497280954,16.28832001,157.3132367,13.94972252,56.07130456,23.48652099,-50.60196221,92.63751345,47.2955109,-32.98361835,34.59809974,95.71307973,-2.795586278,59.53861508,48.65076804,-40.47583305,4
70,62.26292989,56.73977065,-64.16276906,58.40017588,78.00479622,-62.02829377,35.55520851,82.82073634,-37.93523809,63.42063395,19.85254545,-57.53048883,?,?,?,?,?,?,1
71,46.14896973,125.3682719,57.91078984,19.86902222,108.6870469,54.14171192,63.37017288,84.74967763,18.15772617,29.99057093,81.95593951,35.61335975,75.32084669,118.1818908,39.64875941,68.83424023,81.0828066,-25.20138434,2
72,57.41966031,146.477717,34.03796784,91.405466,76.17970411,-22.9450587,100.6615019,132.7415967,9.768473974,72.75474279,86.83122577,-1.04773788,16.80146744,122.5867401,44.36166136,108.0368704,119.813596,-12.79207414,2
73,46.45617564,125.1607857,58.47035569,76.85480169,118.6595333,38.06807723,27.80207508,80.1547751,34.9594178,51.21226049,87.67691277,30.95992867,18.53695678,108.0890457,56.09706176,51.44624305,93.81902597,22.04189607,2
74,33.9364791,168.7119333,-29.63779571,54.29637875,145.2197559,-29.22954598,62.72565685,9.342929371,-59.23805716,57.73178869,93.67540016,-23.47569121,34.77766886,99.56457159,-15.21756819,-4.270728476,110.5039379,-11.00953717,4
75,96.16825652,78.39646638,-68.54005887,64.91876034,97.22057265,13.33807828,49.61580964,152.4137239,34.84000413,23.29634452,132.8362987,38.578116,83.33983747,149.9185848,20.59291792,81.54437585,144.6158429,7.84967085,2
76,-4.696519414,94.26048163,-11.749844,43.2100421,157.4178232,-13.43735613,41.58074845,100.410995,-13.24073776,66.31240875,96.76829934,-20.06853886,2.231158027,126.6125685,-16.4599629,9.104994744,163.0404182,-6.107011258,2
77,108.6075877,21.49996737,-84.41845624,33.07482066,79.85943702,-52.31383143,8.410831076,80.80036228,-45.78167708,65.13144909,-6.586523951,-76.56109972,63.3686385,84.22739667,-31.53338459,53.04873609,142.7745524,-21.7704445,3
78,69.81851792,133.6327293,-28.13713301,32.02886084,1.480872409,2.293532533,62.7702792,90.30082309,-21.74788332,42.04590806,80.02657688,-49.23840407,64.44578422,24.34854359,-48.71359784,?,?,?,3
79,87.69074532,61.44825742,-63.02949612,60.66543867,139.0858039,-30.69008132,59.73213088,98.87003479,-3.942681512,-12.81602129,136.2879914,-42.6244255,26.91329112,103.5274722,11.12991104,-44.51432314,79.26315846,-8.331338514,5
80,-1.122808101,142.1637491,-12.93643476,-18.56678471,129.1087385,2.881239624,42.57049164,143.6381011,-14.49028211,73.59033758,142.1189829,-25.02625682,20.10495012,99.71831451,30.58398363,65.00159395,104.8754324,-8.907348976,5
81,-7.956830543,95.39143888,11.49791998,15.99895303,101.2691336,2.352581473,37.06062703,105.8599518,-10.07406399,17.64166722,159.4060203,11.51085062,61.29275949,142.2331517,-10.78563695,50.03817547,19.93181268,-68.65852965,2
82,24.79105729,157.7399482,-16.1753105,9.500087112,124.7779261,-26.50779168,47.1050578,155.9470173,-15.98051107,3.791544426,88.53295302,-19.98847488,43.80438808,100.3911093,-12.45008613,52.14420043,146.064251,-19.37965,2
83,52.27985156,92.93898605,-27.6676066,21.43115707,136.4951848,-54.6631036,12.89614004,61.94629193,-66.59578704,55.62935644,128.7487123,-34.96893049,127.459216,16.19042861,-38.93046632,14.42711557,102.1311115,-33.7289625,4
84,46.906549,92.76592019,10.34142513,17.36646125,88.41594136,19.46964453,-14.957618,87.88183625,7.662148646,79.12473364,79.02283936,-5.758400852,22.26822741,138.5420883,-15.14791333,38.72315069,64.53956827,-93.97496267,5
85,82.45070144,133.3269678,-26.79276827,76.63817038,82.04704455,-28.45915075,84.27937577,7.620570156,-88.98802034,26.41872433,101.4928978,-21.88292879,104.4879026,14.67594143,-93.54815129,31.76137022,109.0744247,-34.76494401,3
86,41.04715486,148.5301197,43.43930984,12.5196715,112.7717447,44.780492,27.74606972,135.6159731,48.82950013,57.84693847,129.253257,34.28182132,32.08944494,90.25260331,22.24821682,30.50920871,96.88632097,9.945891642,2
87,70.300709,88.58211076,-28.95560629,107.4445686,3.95556381,-90.74912107,81.71303966,128.3879857,-27.56364455,60.0488822,-10.78309087,-78.46432959,84.73585788,1.285078841,-84.51546647,-10.4004243,98.6064904,-7.151696827,3
88,106.3961521,48.50304829,-60.58176628,60.27840573,84.94850356,-21.339504,90.9132764,24.4508794,-65.31486098,68.96103772,-0.321042926,-67.24772219,51.1824782,134.7737694,-14.0523336,1.345031982,91.65072617,-29.00319249,3
89,13.56199015,85.09920813,-42.20897903,69.27625049,82.11273041,-28.75655818,117.3324256,7.300200352,-75.47890252,71.34717144,133.4714743,-20.6985552,93.2678097,2.244829101,-73.01619184,54.52968866,-2.678851118,-69.74709975,3
90,68.92976455,136.6566749,-17.14330338,70.26670232,81.85946224,-26.38389565,116.639337,9.244226904,-76.723666,67.0341979,-8.15295726,-74.33711052,13.65641326,82.27888062,-43.1464035,84.04328805,12.72492278,-69.14740698,3
91,43.39615755,140.5613402,25.16914519,39.45231284,92.38726681,0.643143768,17.88972663,141.7697074,38.86775816,35.44084075,151.2004665,34.75437476,14.13558916,88.56780015,16.21980388,39.57218846,36.14016672,-45.63010394,2
92,-17.24400185,104.8845537,8.040495627,88.72618503,45.60843334,-30.94110135,32.96885083,146.8306725,15.01945309,6.837792126,110.7544031,1.673708489,34.91650367,95.1228539,5.362962439,40.54237673,34.65562334,-44.27277255,3
93,1.963049404,87.74471049,-48.4696128,61.13193017,57.7944559,-79.24767178,58.72779855,24.90102997,-67.84718643,?,?,?,?,?,?,?,?,?,1
94,71.84282365,62.41480091,-57.15658559,56.69415715,71.35449326,-60.7501993,10.2365607,73.31724156,-64.34429162,79.45317288,2.229224727,-59.22591385,81.73126192,34.11145716,-57.9104769,-22.18727863,69.77938711,-51.33854628,1
95,23.42843085,158.4675277,-16.05475949,47.82454457,156.322218,-16.62506355,22.0472656,101.6814722,-13.97763805,89.24251407,48.30691702,-25.17803054,62.38364754,137.7680557,-21.09289697,-11.18480119,96.55208674,-15.79277474,2
96,24.11413606,141.3831407,-30.21183089,-21.49825733,104.6478884,-50.74912257,28.40647544,106.2597189,11.68795412,-28.46106928,78.69132377,-15.01009069,61.84040897,99.59523038,-4.126243,-13.1976143,105.7000723,8.045662501,5
97,53.0429633,145.6862553,13.7740887,106.1431515,48.87951197,-33.49151022,54.29259729,96.71599803,-1.67314796,71.9732252,28.88440375,-51.73263909,-21.76757267,83.74203234,6.553378637,-11.82319732,111.184199,-8.948910362,3
98,56.78816039,152.3662922,-0.812848837,7.012523103,129.3023384,4.424433883,35.76549619,142.7219816,6.528571502,21.19698465,98.60878374,-0.677711551,101.6617335,48.82691196,-41.26748051,57.29253607,18.46437635,-45.66344834,2
99,56.52518857,145.4794285,37.80897847,43.17101925,89.15649831,18.50688018,101.9845105,131.4216604,13.07077247,12.44214546,81.85621784,27.92473076,16.47025746,122.3505924,45.76453815,108.2790193,120.6265844,-12.12311681,2
100,53.16804224,95.40232916,-8.043336402,56.76454023,129.9660667,-7.643002444,5.538575923,24.79119814,7.605714699,59.75899149,60.01133954,-52.26897218,63.24687989,23.77713746,-52.8153783,?,?,?,3
101,92.28972302,43.19512201,-54.28358299,87.14021408,9.45961021,-46.06763861,-28.79589506,105.8648928,-65.70864551,4.496841221,134.898648,-45.14225097,-2.233632774,96.53268458,-6.285053949,-42.04048022,85.95448584,-33.2938915,5
102,55.21153045,102.5097207,-18.34363355,64.79232699,149.4397817,-22.68262716,38.55686034,101.266862,-8.430189705,2.322601546,138.2883209,11.40927561,-6.485366505,92.97874655,6.887559024,41.89097363,171.4753757,-1.101124582,2
103,64.66265894,88.89510774,-25.73482144,115.5521993,12.08604978,-78.92118385,64.34207925,-7.698966288,-76.5313881,15.52412075,84.01975564,-40.56269744,69.83471396,131.3382988,-12.62438668,80.31047027,15.78193506,-72.8604549,3
104,-19.17356468,88.80227779,-39.28694849,69.70195818,-0.735145405,-66.24521379,92.71013576,25.19832333,-62.35468961,111.3149162,45.37081383,-59.02705359,52.27345855,134.3119452,-9.916104353,49.63906113,93.51703058,-12.9064359,3
105,43.73005864,96.26666598,22.65764616,78.04686592,115.0805189,17.3372978,-16.25606117,22.51202628,10.50585994,30.1604265,66.17555672,65.69038452,-1.899785195,47.48332391,74.25525903,?,?,?,3
106,73.06792688,80.98210059,-6.03690875,56.91771828,82.10623991,7.377148632,81.21103256,138.6725302,17.11942985,96.42531334,123.7305216,12.57017639,88.71402561,66.3339779,-40.08983364,13.1053033,122.8018687,29.07144489,2
107,15.00798776,136.5797556,-40.89157154,-19.88298247,123.7621263,-32.46467157,15.13072831,104.4341964,2.76682981,-1.148911763,99.93914056,0.869282159,-3.671820563,129.0731302,-39.50936081,-37.1498444,95.97417024,-11.72584088,5
108,67.29111765,133.5328567,-37.28412734,70.35587811,79.57329331,-25.1135028,15.44676582,77.62938143,-53.09414497,111.4010479,46.49576295,-66.18204507,97.10627135,24.32232634,-63.81212183,?,?,?,3
109,105.481411,50.61633708,-66.62167742,66.84220669,130.4595814,-43.19004607,66.29531969,81.09467325,-30.05040657,52.59691236,145.2916741,-38.66007855,47.70201577,94.68854396,-20.54257376,67.43355927,7.837987843,-60.30011119,4
110,102.1226343,64.07512077,-38.4199143,2.787663088,104.0873182,4.49698055,43.33575206,100.6146936,20.59600112,70.35321964,132.6707164,28.5643515,70.1830592,30.7554198,-49.27303951,71.52282429,55.6005861,-41.75642068,4
111,74.89640772,45.2130747,-51.18336609,63.88345611,4.890642347,-58.20084472,52.5146451,85.80408471,-26.86081415,76.5987655,67.68830469,-48.27249254,49.50986655,138.3236995,-36.6213885,?,?,?,3
112,48.94242094,100.658997,-6.919327435,37.30808447,99.86557376,9.775917469,12.0782243,103.716223,17.69648582,-3.581001876,97.65635485,27.54091096,51.95720889,73.209574,-15.6420811,?,?,?,1
113,63.78886738,92.5338554,-31.05292213,66.50887416,139.6464358,-27.37353687,86.4765107,25.00140192,-86.70829396,53.04974784,155.7705484,-19.17099568,104.8621876,40.40321283,-88.56575067,35.12177613,103.2702637,-15.00917669,4
114,32.34970458,101.4471146,2.523154706,87.76444005,45.81036483,-32.5350364,33.3654687,146.3232331,15.17645853,5.086765381,112.2495665,-1.614720467,52.70694272,24.94133392,-45.50698737,56.2687578,49.53374112,-37.68670068,3
115,12.153996,73.69694992,-57.29364748,30.50373635,137.3872963,-70.92224741,32.32138804,92.96734761,-37.2496903,54.83506565,97.28024538,-31.51518821,42.75981628,134.6701339,-50.28683346,-12.43965197,58.38239876,-69.41659233,4
116,51.58474949,138.1544003,-29.87567764,17.62774745,128.4117696,-45.58147728,15.48986555,104.1357342,-2.959286161,-0.76008335,129.2166711,-45.30803601,52.9184018,100.6356974,-1.644405045,88.07135866,75.6823835,-56.66510295,5
117,52.99585535,87.93217721,7.368175994,32.41037367,84.28311917,14.35296157,76.57391859,75.0624633,-4.97097057,95.93319784,123.8538716,12.21392525,90.21404846,65.54370074,-37.35100209,46.93047702,146.3336593,30.21713703,2
118,65.31943758,36.4052624,-85.93799869,52.49559998,-5.710308923,-82.21549055,-7.60336396,71.33290749,-36.5962272,52.78547959,65.46014684,-73.1287177,31.56785162,74.66131891,-57.71402052,59.06335966,65.78792239,-80.83332837,1
119,51.84419852,142.027895,-8.390161107,37.3948337,147.3531765,-5.204927739,36.28165588,98.34365112,-1.307306539,59.16473067,97.29195706,-4.566467462,65.92433347,16.88444999,-54.15802561,62.67764649,84.70172816,-47.51997964,4
120,37.06574842,84.70397227,-60.48824761,-20.77706628,65.96938765,-41.56049615,15.13528085,82.85651861,-63.58695807,32.18769122,0.970911368,1.571110529,-4.802070392,74.16911229,-54.01628929,?,?,?,1
121,11.49470861,90.1772127,-34.3970896,58.90112933,78.73439175,-63.66788885,30.10724355,85.7184203,-42.48888658,59.88667525,20.74188451,-59.23035143,63.58707326,51.87048289,-63.22585133,43.51514499,87.89568876,-40.7734194,1
122,65.07739715,35.90697405,-86.33279904,37.46815837,73.90023625,-57.34094366,11.65452037,72.8723846,-50.93066159,53.2941673,64.95807097,-73.11449741,-9.8277919,70.96709147,-35.940068,58.7280112,65.24656183,-81.53902544,1
